source,target,clicks,impressions,reason,status
/locations/perumbavoor/e-waste-recycling-kochi,(see vercel.json),1,10,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/network-equipment-disposal-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/vyttila/battery-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/malappuram/itad-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/hard-drive-shredding-kochi,(see vercel.json),0,7,Already implemented as a redirect in vercel.json.,already_implemented
/locations/perumbavoor/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kothamangalam/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrikkakara/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/services/data-destruction-kochi,(see vercel.json),0,14,Already implemented as a redirect in vercel.json.,already_implemented
/locations/malappuram/server-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery-hitech-park/printer-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/maradu/data-destruction-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kollam/e-waste-recycling-kochi,(see vercel.json),0,14,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kannur/itad-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/itad-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/muvattupuzha/laptop-buyback-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kannur/data-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/fort-kochi/hard-drive-shredding-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/edappally/laptop-buyback-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palarivattom/battery-recycling-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/maradu/tv-monitor-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrippunithura/itad-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/itad-kochi,(see vercel.json),1,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery/corporate-ewaste-kochi,(see vercel.json),1,12,Already implemented as a redirect in vercel.json.,already_implemented
/locations/north-paravur/laptop-buyback-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kadavanthra/laptop-buyback-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/willingdon-island/e-waste-recycling-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/itad-kochi,(see vercel.json),0,18,Already implemented as a redirect in vercel.json.,already_implemented
/locations/perumbavoor/ups-inverter-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/services/corporate-ewaste-kochi,/itad/,1,11,Clean keyword match to an existing V2 service page (1 clicks / 11 impressions).,proposed_new
/locations/maradu/server-recycling-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/vyttila/electronics-recycling-near-me,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/north-paravur/sell-electronics-kochi,(see vercel.json),0,4,Already implemented as a redirect in vercel.json.,already_implemented
/locations/malappuram/sell-old-electronics,(see vercel.json),0,13,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/hard-drive-shredding-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kadavanthra/electronic-waste-disposal,(see vercel.json),0,7,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kannur/hard-drive-destruction-kochi,(see vercel.json),0,7,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrippunithura/computer-recycling,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palarivattom/hard-drive-degaussing-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kakkanad/hard-drive-destruction-kochi,(see vercel.json),0,10,Already implemented as a redirect in vercel.json.,already_implemented
/locations/smart-city-kochi/hard-drive-destruction-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrissur/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/scrap-price,(see vercel.json),0,27,Already implemented as a redirect in vercel.json.,already_implemented
/locations/aluva/sell-electronics-kochi,(see vercel.json),0,5,Already implemented as a redirect in vercel.json.,already_implemented
/locations/infopark-kochi/itad-kochi,(see vercel.json),0,13,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalady/itad-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kozhikode/data-destruction-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/blog/sell-old-laptop-kochi-best-price,(see vercel.json),0,0,Already implemented as a redirect in vercel.json.,already_implemented
/free-e-waste-pickup-kochi,(see vercel.json),0,0,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam,(see vercel.json),0,0,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kollam/tv-monitor-recycling-kochi,(see vercel.json),1,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrissur/battery-recycling-kochi,(see vercel.json),0,65,Already implemented as a redirect in vercel.json.,already_implemented
/locations/malappuram/battery-recycling-kochi,(see vercel.json),0,25,Already implemented as a redirect in vercel.json.,already_implemented
/buyback/laptops/sell-thinkpad-t458p-kochi,/sell-electronics/,0,22,Clean keyword match to an existing V2 service page (0 clicks / 22 impressions).,proposed_new
/nist-data-destruction-kerala,/data-destruction/,0,20,Clean keyword match to an existing V2 service page (0 clicks / 20 impressions).,proposed_new
/data-destruction-services-kochi,(see vercel.json),0,16,Already implemented as a redirect in vercel.json.,already_implemented
/e-waste-recycling,(see vercel.json),0,11,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrippunithura/free-ewaste-pickup-kochi,(see vercel.json),0,7,Already implemented as a redirect in vercel.json.,already_implemented
/locations/fort-kochi/e-waste-recycling-kochi,(see vercel.json),0,6,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kottayam/battery-recycling-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/smart-city-kochi/free-ewaste-pickup-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kothamangalam/itad-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/perumbavoor/itad-kochi,(see vercel.json),0,3,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kollam/certificate-of-destruction-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/palakkad/laptop-buyback-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalady/server-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/edappally/battery-recycling-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/ernakulam-south/certificate-of-destruction-kochi,(see vercel.json),0,2,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kadavanthra/ups-inverter-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalady/battery-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/infopark-kochi/battery-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/willingdon-island/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kottayam/itad-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrikkakara/hard-drive-shredding-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrippunithura/ups-inverter-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/north-paravur/battery-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kalamassery/certificate-of-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/kollam/server-recycling-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/edappally/itad-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
/locations/thrissur/certificate-of-destruction-kochi,(see vercel.json),0,1,Already implemented as a redirect in vercel.json.,already_implemented
