url,normalized_url,host,path,clicks,impressions,last_crawled,indexed_status,current_v2_status,page_type,location,service_intent,content_quality_risk,claim_risk,traffic_tier,upgrade_action,target_url,canonical_url,noindex_required,build_required,redirect_required,reason,priority,notes
https://www.ewastekochi.com/locations/thrippunithura/server-recycling-kochi,/locations/thrippunithura/server-recycling-kochi,www.ewastekochi.com,/locations/thrippunithura/server-recycling-kochi,0,2,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,thrippunithura,server-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/server-recycling-kochi/,https://www.ewastekochi.com/server-recycling-kochi/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/fort-kochi/certificate-of-destruction-kochi,/locations/fort-kochi/certificate-of-destruction-kochi,www.ewastekochi.com,/locations/fort-kochi/certificate-of-destruction-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,fort-kochi,certificate-of-destruction-kochi,high,high,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/palarivattom/tv-monitor-recycling-kochi,/locations/palarivattom/tv-monitor-recycling-kochi,www.ewastekochi.com,/locations/palarivattom/tv-monitor-recycling-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,palarivattom,tv-monitor-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/palakkad/server-recycling-kochi,/locations/palakkad/server-recycling-kochi,www.ewastekochi.com,/locations/palakkad/server-recycling-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,palakkad,server-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kothamangalam/printer-recycling-kochi,/locations/kothamangalam/printer-recycling-kochi,www.ewastekochi.com,/locations/kothamangalam/printer-recycling-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kothamangalam,printer-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/vyttila/laptop-buyback-kochi,/locations/vyttila/laptop-buyback-kochi,www.ewastekochi.com,/locations/vyttila/laptop-buyback-kochi,0,2,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,vyttila,laptop-buyback-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/sell-electronics/,https://www.ewastekochi.com/sell-electronics/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kalamassery/printer-recycling-kochi,/locations/kalamassery/printer-recycling-kochi,www.ewastekochi.com,/locations/kalamassery/printer-recycling-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kalamassery,printer-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/willingdon-island/network-equipment-disposal-kochi,/locations/willingdon-island/network-equipment-disposal-kochi,www.ewastekochi.com,/locations/willingdon-island/network-equipment-disposal-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,willingdon-island,network-equipment-disposal-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kalamassery/mobile-recycling-kochi,/locations/kalamassery/mobile-recycling-kochi,www.ewastekochi.com,/locations/kalamassery/mobile-recycling-kochi,0,1,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,kalamassery,mobile-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/locations/kalamassery/,https://www.ewastekochi.com/locations/kalamassery/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/angamaly/certificate-of-destruction-kochi,/locations/angamaly/certificate-of-destruction-kochi,www.ewastekochi.com,/locations/angamaly/certificate-of-destruction-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,angamaly,certificate-of-destruction-kochi,high,high,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/angamaly/mobile-recycling-kochi,/locations/angamaly/mobile-recycling-kochi,www.ewastekochi.com,/locations/angamaly/mobile-recycling-kochi,0,2,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,angamaly,mobile-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/fort-kochi/printer-recycling-kochi,/locations/fort-kochi/printer-recycling-kochi,www.ewastekochi.com,/locations/fort-kochi/printer-recycling-kochi,0,2,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,fort-kochi,printer-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/thiruvananthapuram/certificate-of-destruction-kochi,/locations/thiruvananthapuram/certificate-of-destruction-kochi,www.ewastekochi.com,/locations/thiruvananthapuram/certificate-of-destruction-kochi,0,3,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,thiruvananthapuram,certificate-of-destruction-kochi,high,high,P3,redirect_301,https://www.ewastekochi.com/data-destruction-certificate-sample/,https://www.ewastekochi.com/data-destruction-certificate-sample/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kannur/printer-recycling-kochi,/locations/kannur/printer-recycling-kochi,www.ewastekochi.com,/locations/kannur/printer-recycling-kochi,0,2,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kannur,printer-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kollam/dpdp-act-compliance-kochi,/locations/kollam/dpdp-act-compliance-kochi,www.ewastekochi.com,/locations/kollam/dpdp-act-compliance-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kollam,dpdp-act-compliance-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/thrissur/hard-drive-shredding-kochi,/locations/thrissur/hard-drive-shredding-kochi,www.ewastekochi.com,/locations/thrissur/hard-drive-shredding-kochi,0,1,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,thrissur,hard-drive-shredding-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/hard-drive-shredding/,https://www.ewastekochi.com/hard-drive-shredding/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/vyttila/itad-kochi,/locations/vyttila/itad-kochi,www.ewastekochi.com,/locations/vyttila/itad-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,vyttila,itad-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kakkanad/printer-recycling-kochi,/locations/kakkanad/printer-recycling-kochi,www.ewastekochi.com,/locations/kakkanad/printer-recycling-kochi,0,1,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,kakkanad,printer-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/locations/kakkanad/,https://www.ewastekochi.com/locations/kakkanad/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kannur/hard-drive-shredding-kochi,/locations/kannur/hard-drive-shredding-kochi,www.ewastekochi.com,/locations/kannur/hard-drive-shredding-kochi,0,1,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,kannur,hard-drive-shredding-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/hard-drive-shredding/,https://www.ewastekochi.com/hard-drive-shredding/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kalamassery/air-conditioner-recycling-kochi,/locations/kalamassery/air-conditioner-recycling-kochi,www.ewastekochi.com,/locations/kalamassery/air-conditioner-recycling-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kalamassery,air-conditioner-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/infopark-kochi/e-waste-recycling-kochi,/locations/infopark-kochi/e-waste-recycling-kochi,www.ewastekochi.com,/locations/infopark-kochi/e-waste-recycling-kochi,0,10,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,infopark-kochi,e-waste-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/recycling/,https://www.ewastekochi.com/recycling/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kakkanad/network-equipment-disposal-kochi,/locations/kakkanad/network-equipment-disposal-kochi,www.ewastekochi.com,/locations/kakkanad/network-equipment-disposal-kochi,0,4,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,kakkanad,network-equipment-disposal-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/locations/kakkanad/,https://www.ewastekochi.com/locations/kakkanad/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/willingdon-island/itad-kochi,/locations/willingdon-island/itad-kochi,www.ewastekochi.com,/locations/willingdon-island/itad-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,willingdon-island,itad-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/maradu/network-equipment-disposal-kochi,/locations/maradu/network-equipment-disposal-kochi,www.ewastekochi.com,/locations/maradu/network-equipment-disposal-kochi,0,2,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,maradu,network-equipment-disposal-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/thrippunithura/certificate-of-destruction-kochi,/locations/thrippunithura/certificate-of-destruction-kochi,www.ewastekochi.com,/locations/thrippunithura/certificate-of-destruction-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,thrippunithura,certificate-of-destruction-kochi,high,high,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/maradu/certificate-of-destruction-kochi,/locations/maradu/certificate-of-destruction-kochi,www.ewastekochi.com,/locations/maradu/certificate-of-destruction-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,maradu,certificate-of-destruction-kochi,high,high,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kothamangalam/dpdp-act-compliance-kochi,/locations/kothamangalam/dpdp-act-compliance-kochi,www.ewastekochi.com,/locations/kothamangalam/dpdp-act-compliance-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kothamangalam,dpdp-act-compliance-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/fort-kochi/network-equipment-disposal-kochi,/locations/fort-kochi/network-equipment-disposal-kochi,www.ewastekochi.com,/locations/fort-kochi/network-equipment-disposal-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,fort-kochi,network-equipment-disposal-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kannur/corporate-ewaste-kochi,/locations/kannur/corporate-ewaste-kochi,www.ewastekochi.com,/locations/kannur/corporate-ewaste-kochi,0,1,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kannur,corporate-ewaste-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kollam/ups-inverter-recycling-kochi,/locations/kollam/ups-inverter-recycling-kochi,www.ewastekochi.com,/locations/kollam/ups-inverter-recycling-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kollam,ups-inverter-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/smart-city-kochi/server-recycling-kochi,/locations/smart-city-kochi/server-recycling-kochi,www.ewastekochi.com,/locations/smart-city-kochi/server-recycling-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,smart-city-kochi,server-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/palarivattom/itad-kochi,/locations/palarivattom/itad-kochi,www.ewastekochi.com,/locations/palarivattom/itad-kochi,0,1,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,palarivattom,itad-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/itad/,https://www.ewastekochi.com/itad/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kadavanthra/network-equipment-disposal-kochi,/locations/kadavanthra/network-equipment-disposal-kochi,www.ewastekochi.com,/locations/kadavanthra/network-equipment-disposal-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kadavanthra,network-equipment-disposal-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kalamassery-hitech-park/laptop-buyback-kochi,/locations/kalamassery-hitech-park/laptop-buyback-kochi,www.ewastekochi.com,/locations/kalamassery-hitech-park/laptop-buyback-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kalamassery-hitech-park,laptop-buyback-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kottayam/dpdp-act-compliance-kochi,/locations/kottayam/dpdp-act-compliance-kochi,www.ewastekochi.com,/locations/kottayam/dpdp-act-compliance-kochi,0,3,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kottayam,dpdp-act-compliance-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/willingdon-island/ups-inverter-recycling-kochi,/locations/willingdon-island/ups-inverter-recycling-kochi,www.ewastekochi.com,/locations/willingdon-island/ups-inverter-recycling-kochi,0,2,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,willingdon-island,ups-inverter-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/battery-recycling/,https://www.ewastekochi.com/battery-recycling/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kottayam/hard-drive-shredding-kochi,/locations/kottayam/hard-drive-shredding-kochi,www.ewastekochi.com,/locations/kottayam/hard-drive-shredding-kochi,0,1,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,kottayam,hard-drive-shredding-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/hard-drive-shredding/,https://www.ewastekochi.com/hard-drive-shredding/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kozhikode/laptop-buyback-kochi,/locations/kozhikode/laptop-buyback-kochi,www.ewastekochi.com,/locations/kozhikode/laptop-buyback-kochi,0,2,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,kozhikode,laptop-buyback-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/sell-electronics/,https://www.ewastekochi.com/sell-electronics/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/malappuram/data-destruction-kochi,/locations/malappuram/data-destruction-kochi,www.ewastekochi.com,/locations/malappuram/data-destruction-kochi,0,4,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,malappuram,data-destruction-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/data-destruction/,https://www.ewastekochi.com/data-destruction/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kollam/data-destruction-kochi,/locations/kollam/data-destruction-kochi,www.ewastekochi.com,/locations/kollam/data-destruction-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kollam,data-destruction-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/ernakulam-south/network-equipment-disposal-kochi,/locations/ernakulam-south/network-equipment-disposal-kochi,www.ewastekochi.com,/locations/ernakulam-south/network-equipment-disposal-kochi,0,5,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,ernakulam-south,network-equipment-disposal-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/locations/ernakulam-south/,https://www.ewastekochi.com/locations/ernakulam-south/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/vyttila/battery-recycling-kochi,/locations/vyttila/battery-recycling-kochi,www.ewastekochi.com,/locations/vyttila/battery-recycling-kochi,0,1,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,vyttila,battery-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/battery-recycling/,https://www.ewastekochi.com/battery-recycling/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/perumbavoor/hard-drive-shredding-kochi,/locations/perumbavoor/hard-drive-shredding-kochi,www.ewastekochi.com,/locations/perumbavoor/hard-drive-shredding-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,perumbavoor,hard-drive-shredding-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kannur/dpdp-act-compliance-kochi,/locations/kannur/dpdp-act-compliance-kochi,www.ewastekochi.com,/locations/kannur/dpdp-act-compliance-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kannur,dpdp-act-compliance-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/thrikkakara/dpdp-act-compliance-kochi,/locations/thrikkakara/dpdp-act-compliance-kochi,www.ewastekochi.com,/locations/thrikkakara/dpdp-act-compliance-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,thrikkakara,dpdp-act-compliance-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kalady/dpdp-act-compliance-kochi,/locations/kalady/dpdp-act-compliance-kochi,www.ewastekochi.com,/locations/kalady/dpdp-act-compliance-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kalady,dpdp-act-compliance-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kozhikode/network-equipment-disposal-kochi,/locations/kozhikode/network-equipment-disposal-kochi,www.ewastekochi.com,/locations/kozhikode/network-equipment-disposal-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,kozhikode,network-equipment-disposal-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/maradu/battery-recycling-kochi,/locations/maradu/battery-recycling-kochi,www.ewastekochi.com,/locations/maradu/battery-recycling-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,maradu,battery-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/perumbavoor/dpdp-act-compliance-kochi,/locations/perumbavoor/dpdp-act-compliance-kochi,www.ewastekochi.com,/locations/perumbavoor/dpdp-act-compliance-kochi,0,0,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,perumbavoor,dpdp-act-compliance-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/malappuram/itad-kochi,/locations/malappuram/itad-kochi,www.ewastekochi.com,/locations/malappuram/itad-kochi,0,2,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,malappuram,itad-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/itad/,https://www.ewastekochi.com/itad/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kakkanad/hard-drive-shredding-kochi,/locations/kakkanad/hard-drive-shredding-kochi,www.ewastekochi.com,/locations/kakkanad/hard-drive-shredding-kochi,0,7,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,kakkanad,hard-drive-shredding-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/locations/kakkanad/,https://www.ewastekochi.com/locations/kakkanad/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/infopark-kochi/mobile-recycling-kochi,/locations/infopark-kochi/mobile-recycling-kochi,www.ewastekochi.com,/locations/infopark-kochi/mobile-recycling-kochi,0,1,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,infopark-kochi,mobile-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/perumbavoor/server-recycling-kochi,/locations/perumbavoor/server-recycling-kochi,www.ewastekochi.com,/locations/perumbavoor/server-recycling-kochi,0,1,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,perumbavoor,server-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/server-recycling-kochi/,https://www.ewastekochi.com/server-recycling-kochi/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/muvattupuzha/dpdp-act-compliance-kochi,/locations/muvattupuzha/dpdp-act-compliance-kochi,www.ewastekochi.com,/locations/muvattupuzha/dpdp-act-compliance-kochi,0,2,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,muvattupuzha,dpdp-act-compliance-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/aluva/mobile-recycling-kochi,/locations/aluva/mobile-recycling-kochi,www.ewastekochi.com,/locations/aluva/mobile-recycling-kochi,0,2,2026-04-19,alt_canonical,missing_not_built,location-service-matrix,aluva,mobile-recycling-kochi,high,medium,P3,leave_404,,,false,false,false,Indexed legacy/generated URL has no meaningful traffic signal; do not recreate old pSEO risk.,low,classification_source=rule;confirmed_indexed_2026-07-10
https://www.ewastekochi.com/locations/kothamangalam/server-recycling-kochi,/locations/kothamangalam/server-recycling-kochi,www.ewastekochi.com,/locations/kothamangalam/server-recycling-kochi,0,1,2026-04-19,alt_canonical,redirect_configured,location-service-matrix,kothamangalam,server-recycling-kochi,high,medium,P3,redirect_301,https://www.ewastekochi.com/server-recycling-kochi/,https://www.ewastekochi.com/server-recycling-kochi/,false,false,true,Indexed legacy URL has a relevant one-hop 301 target in vercel.json; do not rebuild as a thin page.,low,classification_source=v2-redirect;confirmed_indexed_2026-07-10
